id,age,femalegender,covariate1T1,covariate2T1,covariate3T1,covariate4T1,covariate5T1,covariate6T1,covariate7T1,covariate8T1,outcomeT1,exposureT1,covariate4T2,covariate5T2,covariate6T2,outcomeT2,exposureT2,outcomeT3,outcomeT3_bin
1,38.318714995220326,1,-0.004582768258631131,-0.4582541542676797,0.28806622129261567,-0.6241661174622466,0.4904028465847012,0.9988165627503779,-0.7713940544228961,-1.6971228420032969,0.09954800451548439,0,0.8355120273345591,1.1624146385678176,-1.0465096934366531,-0.9452355847029447,1,-1.7508395709117983,0
2,40.01790476098904,1,1.151078832870786,-1.6975036794690816,1.0352240103855752,-0.9950699518227437,-0.2955630544293485,0.1446248984053636,0.0038880608697663766,1.6112686533366394,1.875778060138702,0,-0.6090294397129814,-1.1526447789365357,0.22720739441838742,0.5618180946559279,0,-1.8809186293478704,1
3,51.18575820275437,0,0.28536453453636385,2.4324313876278416,0.0867760272265143,-0.1593327384063957,-0.6155207223738532,-0.8224809453258705,-0.9229728832494102,-0.693299899833011,1.352464591429212,0,0.8182819207071088,-0.4397845220083454,-0.3006257204727406,-0.7305668067499184,1,-0.19328028968387312,0
4,50.686922478801684,1,-0.40613504108492504,1.6349101197267415,-0.3412867009237688,-0.1719808378316267,-0.18982295464138702,-0.7836243817363684,0.6880278317026408,0.24075450908146429,0.20822096909833515,0,-0.12502064337082014,0.7198375167569758,0.34500624577832173,-0.4628673796316022,0,-1.5242287965301387,0
5,58.505094812759395,1,0.06763079494880701,0.5490415766107086,1.1055723116035854,-1.3975513119558547,0.14881118191652917,-1.44995021900302,1.532423018189769,-0.26907335365568313,0.3971822534234136,0,-1.6136236999389657,-0.6963430170996204,1.8069907569075812,-0.5755743704644126,0,1.09649293563363,0
6,61.29588532794005,1,-1.3731281935102946,1.6043414248022532,1.3965234771208008,0.7551592651672963,-0.239818604730356,-0.010929579158753408,-1.4808821827126146,-0.08671865392737732,-1.3507269966137658,1,-0.23159793382551158,0.3886653452362736,-1.8555741304910298,-1.352165225205414,1,0.8347969324291629,0
7,48.019662118054555,1,1.5491089751859999,0.5516803583727661,-1.082309108582365,0.24492111045186007,-0.9776395601243826,-1.1614232625655962,1.4340891640963636,0.06739754607043025,-0.08581953521567243,1,0.303339726087339,0.5357792409376319,1.9361419641588733,2.42872947192638,1,1.2965113978016627,0
8,49.49483176660388,1,-0.1778023487038421,0.075311967438196,0.2422594063658588,-1.2149890246785606,-0.30264397299810225,0.04613598044862816,0.050736117603412415,-0.13351455526288114,0.1281690266609058,0,-2.6456797492681665,0.45089685601623875,-0.10723930349392718,0.7469346485858732,0,-0.3812792359698145,1
9,41.54188883032402,1,2.1104128364828063,3.594358570515857,0.29756064503311386,0.34951409419777313,-0.2421288294970256,1.4760332521869755,-1.8701032191468294,-1.119724437301131,-0.15292385969417718,0,-1.2023727942154023,1.0580361835664602,1.1855771110761875,0.9287415348937543,0,3.1078259996119257,1
10,41.84769170287695,0,1.4356977023077653,-0.9026171490810545,1.0046180403490899,-0.6042197350292507,-1.1966640357520792,0.23274317034106445,0.5924631798101179,-1.2690396214843136,0.35878991423780526,1,-0.94704113213922,1.6968217807562507,-0.019372043835359898,0.07519357473624427,0,1.8709327438538272,1
11,24.840286545111987,0,1.2690813332748279,0.8598721665115648,0.8938781721890277,0.49724478182752635,0.8902671824258614,2.7522916640088364,0.5417497254428273,-0.3007513929335421,0.8572362226848392,1,-0.061711258169024306,0.8120238805886588,-0.07687509966958114,-1.5875499848348433,1,3.45228385632885,0
12,33.69768763335938,1,-0.01150532357858535,-1.514199597121108,1.835150039849938,-0.7914895533735765,0.07274900600370657,-0.44012293014387155,-0.48496326024613606,-0.3229245370147196,1.4026233237402657,1,-0.6095380600007954,-0.4591623107535125,0.3229391366026958,-0.21812764776906418,0,-0.0039077862151867815,1
13,33.88153934308065,1,-0.9709134141641168,-1.3124158172086058,0.7499983094006313,0.06351144646483543,0.2772054164201093,-0.8064015448229739,0.38085460222613926,-0.672058060647895,-0.07100573407852742,0,-0.19958008781773226,-1.641869126589417,-1.0733732530853106,-0.10738046736104527,0,-0.4322802162553791,0
14,47.37851109200292,0,-0.5161304583562297,0.9209701014334313,-0.772470721603199,1.9055940700066814,0.37280937212827275,0.8459340617107338,1.3150451907949037,-1.4419053419400991,0.7406481090830687,0,-1.7848884199919228,2.2166882446784126,-0.921591717972642,0.9508307320903624,0,-0.7447410276925022,0
